Stn Id,Stn Name,CIMIS Region,Date,Jul,ETo (in),qc,Precip (in),qc,Sol Rad (Ly/day),qc,Avg Vap Pres (mBars),qc,Max Air Temp (F),qc,Min Air Temp (F),qc,Avg Air Temp (F),qc,Max Rel Hum (%),qc,Min Rel Hum (%),qc,Avg Rel Hum (%),qc,Dew Point (F),qc,Avg Wind Speed (mph),qc,Wind Run (miles),qc,Avg Soil Temp (F),qc
197,Palmdale,Los Angeles Basin,1/20/2015,020,0.03, ,0.00, ,145, ,7.1, ,59.6, ,33.5, ,44.7, ,88, ,46, ,70, ,35.7, ,3.4, ,81.4, ,48.0, 
197,Palmdale,Los Angeles Basin,1/21/2015,021,0.09, ,0.00, ,325, ,5.5, ,62.7, ,27.4, ,42.5, ,92, ,27, ,60, ,29.6, ,5.4, ,129.0, ,47.9, 
197,Palmdale,Los Angeles Basin,1/22/2015,022,0.07, ,0.00, ,270, ,4.7, ,61.3, ,24.9, ,40.9, ,84, ,19, ,54, ,25.6, ,4.1, ,99.2, ,47.3, 
197,Palmdale,Los Angeles Basin,1/23/2015,023,0.09, ,0.00, ,332, ,4.0, ,63.8, ,22.4, ,41.6, ,81, ,15, ,44, ,21.5, ,4.7, ,112.9, ,46.8, 
197,Palmdale,Los Angeles Basin,1/24/2015,024,0.16, ,0.00, ,336, ,4.1, ,65.6, ,29.5, ,48.5, ,63, ,20, ,35, ,22.1, ,9.8, ,236.1, ,46.5, 
197,Palmdale,Los Angeles Basin,1/25/2015,025,0.12, ,0.00, ,309, ,5.3, ,71.2, ,27.2, ,48.4, ,80, ,23, ,45, ,28.3, ,6.4, ,152.8, ,46.3, 
197,Palmdale,Los Angeles Basin,1/26/2015,026,0.04, ,0.05, ,146, ,8.1, ,61.8, ,33.7, ,47.8, ,95, ,40, ,71, ,39.0, ,3.9, ,94.5, ,46.7, 
197,Palmdale,Los Angeles Basin,1/27/2015,027,0.03, ,0.00, ,156, ,10.1,Y,59.3, ,36.3, ,47.7, ,99, ,67, ,89,Y,44.7,Y,2.7, ,64.5, ,47.7, 
197,Palmdale,Los Angeles Basin,1/28/2015,028,0.05, ,0.00, ,214, ,9.4, ,59.7, ,33.9, ,47.0, ,97, ,60, ,85, ,42.9, ,4.0, ,95.1, ,48.3, 
197,Palmdale,Los Angeles Basin,1/29/2015,029,0.05, ,0.00, ,172, ,9.9, ,63.0, ,42.8, ,51.7, ,95, ,47, ,75, ,44.2, ,3.5, ,84.7, ,48.8, 
197,Palmdale,Los Angeles Basin,1/30/2015,030,0.05, ,0.06, ,221, ,10.5,Y,63.0, ,46.2,Y,52.2, ,97, ,54, ,79,Y,45.8,Y,3.5, ,84.4, ,49.6, 
197,Palmdale,Los Angeles Basin,1/31/2015,031,0.08, ,0.00, ,277, ,8.2, ,62.6, ,35.6, ,49.3, ,92, ,42, ,68, ,39.3, ,5.6, ,133.4, ,50.3, 
198,Santa Paula,Central Coast Valleys,1/1/2015,001,0.06, ,0.00, ,283, ,5.5, ,61.4, ,34.8, ,44.8, ,88, ,28, ,55, ,29.5, ,1.0, ,24.9, ,49.9, 
198,Santa Paula,Central Coast Valleys,1/2/2015,002,0.06, ,0.00, ,284, ,7.2, ,62.3, ,34.3, ,45.4, ,93, ,30, ,70, ,36.1, ,1.0, ,24.2, ,49.4, 
198,Santa Paula,Central Coast Valleys,1/3/2015,003,0.06, ,0.00, ,277, ,8.4, ,63.2, ,36.1, ,47.5, ,95, ,48, ,75, ,39.9, ,1.0, ,24.1, ,49.7, 
198,Santa Paula,Central Coast Valleys,1/4/2015,004,0.06, ,0.00, ,272, ,8.7, ,70.2, ,38.5, ,51.9, ,94, ,28, ,66, ,40.8, ,1.0, ,24.2, ,50.1, 
198,Santa Paula,Central Coast Valleys,1/5/2015,005,0.09, ,0.00, ,284, ,5.9, ,83.0, ,41.8, ,65.3, ,70, ,15, ,28, ,31.0, ,1.1, ,26.5, ,51.2, 
198,Santa Paula,Central Coast Valleys,1/6/2015,006,0.09, ,0.00, ,293, ,6.2, ,85.9, ,64.6,Y,72.7, ,30, ,14, ,22, ,32.3, ,1.0, ,24.8, ,53.6, 
198,Santa Paula,Central Coast Valleys,1/7/2015,007,0.08, ,0.00, ,276, ,9.3, ,89.1, ,49.7, ,66.5, ,78, ,18, ,42, ,42.7, ,1.1, ,26.6, ,55.2, 
198,Santa Paula,Central Coast Valleys,1/8/2015,008,0.07, ,0.00, ,260, ,11.1, ,75.6, ,48.5, ,59.7, ,91, ,37, ,64, ,47.4, ,1.0, ,24.6, ,55.3, 
198,Santa Paula,Central Coast Valleys,1/9/2015,009,0.06, ,0.00, ,247, ,12.1, ,75.6, ,50.1, ,58.7, ,89, ,42, ,72, ,49.6, ,1.0, ,24.4, ,55.8, 
198,Santa Paula,Central Coast Valleys,1/10/2015,010,0.01, ,0.87, ,75, ,12.6, ,61.0, ,46.0, ,54.2, ,99, ,77, ,88, ,50.7, ,1.0,I,24.0,I,55.7, 
198,Santa Paula,Central Coast Valleys,1/11/2015,011,0.02, ,0.78, ,139, ,12.7, ,66.8, ,44.2, ,52.3, ,99, ,77, ,95, ,50.9, ,1.0, ,24.1, ,56.6, 
198,Santa Paula,Central Coast Valleys,1/12/2015,012,0.06, ,0.00, ,262, ,11.7, ,66.3, ,41.7, ,52.3, ,98, ,65, ,88, ,48.8, ,1.1, ,27.2, ,56.4, 
198,Santa Paula,Central Coast Valleys,1/13/2015,013,0.07, ,0.01, ,288, ,9.9, ,71.4, ,40.7, ,54.2, ,99, ,33, ,69, ,44.2, ,1.0, ,24.2, ,55.9, 
198,Santa Paula,Central Coast Valleys,1/14/2015,014,0.08, ,0.00, ,304, ,8.5, ,76.3, ,43.8, ,56.9, ,83, ,25, ,53, ,40.2, ,1.0, ,24.3, ,55.1, 
198,Santa Paula,Central Coast Valleys,1/15/2015,015,0.08, ,0.00, ,311, ,7.7, ,77.6, ,41.2, ,58.0, ,82, ,23, ,47, ,37.9, ,1.0,I,24.0,I,54.6, 
198,Santa Paula,Central Coast Valleys,1/16/2015,016,0.08, ,0.00, ,303, ,8.5, ,78.2, ,49.2, ,59.6, ,85, ,25, ,49, ,40.4, ,1.0,I,24.0,I,54.4, 
198,Santa Paula,Central Coast Valleys,1/17/2015,017,0.08, ,0.00, ,306, ,9.8, ,80.2, ,48.1, ,60.0, ,83, ,25, ,55, ,43.9, ,1.0, ,24.4, ,54.7, 
198,Santa Paula,Central Coast Valleys,1/18/2015,018,0.07, ,0.00, ,258, ,10.7, ,73.3, ,48.8, ,59.1, ,93, ,39, ,63, ,46.4, ,1.0, ,24.1, ,55.2, 
198,Santa Paula,Central Coast Valleys,1/19/2015,019,0.07, ,0.00, ,311, ,11.9, ,73.4, ,46.5, ,56.5, ,97, ,48, ,77, ,49.2, ,1.0, ,24.1, ,55.4, 
198,Santa Paula,Central Coast Valleys,1/20/2015,020,0.03, ,0.00, ,170, ,11.6, ,65.2, ,40.2, ,50.1, ,99, ,76, ,94, ,48.5, ,1.0, ,24.1, ,55.2, 
198,Santa Paula,Central Coast Valleys,1/21/2015,021,0.07, ,0.00, ,308, ,8.6, ,74.4, ,36.3, ,50.6, ,100, ,24, ,68, ,40.5, ,1.0, ,24.4, ,55.4, 
198,Santa Paula,Central Coast Valleys,1/22/2015,022,0.07, ,0.00, ,282, ,7.1, ,75.9, ,38.9, ,56.0, ,90, ,14, ,46, ,35.8, ,1.0, ,24.2, ,54.6, 
198,Santa Paula,Central Coast Valleys,1/23/2015,023,0.09, ,0.00, ,332, ,5.9, ,80.7, ,42.8, ,58.5, ,71, ,13, ,35, ,31.3, ,1.0, ,24.3, ,54.2, 
198,Santa Paula,Central Coast Valleys,1/24/2015,024,0.10, ,0.00, ,336, ,5.5, ,80.2, ,42.4, ,66.1, ,72, ,13, ,25, ,29.3, ,1.0, ,24.5, ,54.0, 
198,Santa Paula,Central Coast Valleys,1/25/2015,025,0.10, ,0.00, ,311, ,6.6, ,85.3, ,57.3, ,74.0,Y,63, ,13, ,23,Y,34.0,Y,1.0, ,24.5, ,56.2, 
198,Santa Paula,Central Coast Valleys,1/26/2015,026,0.07, ,0.07, ,191, ,10.4, ,83.0, ,55.1, ,66.3, ,96, ,24, ,47, ,45.7, ,1.0, ,24.5, ,57.3, 
198,Santa Paula,Central Coast Valleys,1/27/2015,027,0.06, ,0.00, ,262, ,13.4, ,73.9, ,48.7, ,59.2, ,97, ,46, ,78, ,52.3, ,1.0, ,24.1, ,58.2, 
198,Santa Paula,Central Coast Valleys,1/28/2015,028,0.05, ,0.00, ,177, ,11.6, ,73.9, ,48.6, ,64.8, ,95, ,39, ,56, ,48.6, ,1.0, ,24.1, ,57.7, 
198,Santa Paula,Central Coast Valleys,1/29/2015,029,0.06, ,0.00, ,189, ,12.0, ,79.5, ,56.8,Y,66.3, ,86, ,28, ,54, ,49.4, ,1.0,I,24.0,I,58.4, 
198,Santa Paula,Central Coast Valleys,1/30/2015,030,0.04, ,0.00, ,176, ,13.5, ,71.1, ,49.3, ,60.8, ,97, ,53, ,74, ,52.5, ,1.0, ,24.8, ,59.0, 
198,Santa Paula,Central Coast Valleys,1/31/2015,031,0.09, ,0.00, ,335, ,11.7, ,76.5, ,43.1, ,57.4, ,97, ,40, ,73, ,48.7, ,1.0, ,24.3, ,58.4, 
199,Big Bear Lake,San Bernardino,1/1/2015,001,0.03, ,0.04, ,148, ,1.4, ,32.8,Y,1.4,Y,14.6,Y,75, ,16, ,47,Y,-1.7,Y,3.6, ,87.0, ,33.0, 
199,Big Bear Lake,San Bernardino,1/2/2015,002,0.05, ,0.02, ,282, ,2.0, ,43.9, ,4.3,Y,21.3, ,76, ,20, ,51, ,6.1, ,2.6, ,62.2, ,33.0, 
199,Big Bear Lake,San Bernardino,1/3/2015,003,0.06, ,0.01, ,285, ,2.5, ,53.9, ,10.1, ,27.2, ,80, ,15, ,50, ,11.1, ,2.1, ,51.2, ,32.9, 
199,Big Bear Lake,San Bernardino,1/4/2015,004,0.05, ,0.00, ,239, ,3.0, ,57.4, ,17.6, ,32.2, ,71, ,16, ,48, ,14.8, ,2.4, ,57.3, ,32.9, 
199,Big Bear Lake,San Bernardino,1/5/2015,005,0.07, ,0.00, ,282, ,3.3, ,57.0, ,24.8, ,35.2, ,66, ,23, ,47, ,17.3, ,3.5, ,83.0, ,32.9, 
199,Big Bear Lake,San Bernardino,1/6/2015,006,0.07, ,0.00, ,296, ,3.1, ,59.3, ,21.9, ,35.3, ,64, ,16, ,44, ,15.5, ,3.2, ,76.7, ,32.8, 
199,Big Bear Lake,San Bernardino,1/7/2015,007,0.07, ,0.00, ,280, ,3.5, ,60.0, ,22.9, ,36.3, ,69, ,18, ,48, ,18.5, ,3.1, ,74.4, ,32.8, 
199,Big Bear Lake,San Bernardino,1/8/2015,008,0.06, ,0.00, ,259, ,4.1, ,59.1, ,25.3, ,37.7, ,73, ,24, ,54, ,22.6, ,2.2, ,53.3, ,32.8, 
199,Big Bear Lake,San Bernardino,1/9/2015,009,0.03, ,0.00, ,151, ,4.9, ,54.5, ,28.5, ,38.3, ,80, ,35, ,63, ,26.6, ,1.8, ,42.4, ,32.8, 
199,Big Bear Lake,San Bernardino,1/10/2015,010,0.04, ,0.00, ,205, ,4.9, ,49.8, ,26.4, ,35.7, ,90, ,34, ,69, ,26.5, ,2.0, ,47.3, ,32.9, 
199,Big Bear Lake,San Bernardino,1/11/2015,011,0.01, ,0.13, ,81, ,6.2,Y,40.5, ,30.1, ,35.4, ,91, ,82, ,88,Y,32.3,Y,1.6, ,38.5, ,33.1, 
199,Big Bear Lake,San Bernardino,1/12/2015,012,0.05, ,0.04, ,267, ,5.0, ,48.9, ,25.1, ,33.6, ,92, ,48, ,77, ,27.3, ,1.9, ,45.1, ,33.6, 
199,Big Bear Lake,San Bernardino,1/13/2015,013,0.06, ,0.00, ,310, ,3.6, ,39.7, ,25.0, ,31.5, ,87, ,44, ,60, ,19.4, ,5.2, ,124.6, ,33.8, 
199,Big Bear Lake,San Bernardino,1/14/2015,014,0.06, ,0.00, ,318, ,3.0, ,47.9, ,19.6, ,31.4, ,81, ,23, ,50, ,14.9, ,4.2, ,101.8, ,33.8, 
199,Big Bear Lake,San Bernardino,1/15/2015,015,0.07, ,0.01,H,319, ,2.5, ,56.3, ,18.7, ,32.4, ,61, ,11, ,40, ,10.5, ,2.9, ,70.8, ,33.7, 
199,Big Bear Lake,San Bernardino,1/16/2015,016,0.07, ,0.00, ,285, ,2.4, ,61.5, ,19.3, ,35.6, ,62, ,7, ,33, ,9.6, ,2.9, ,68.6, ,33.5, 
199,Big Bear Lake,San Bernardino,1/17/2015,017,0.08, ,0.00, ,315, ,3.6, ,59.0, ,26.9, ,38.7, ,71, ,20, ,45, ,19.1, ,3.3, ,78.7, ,33.7, 
199,Big Bear Lake,San Bernardino,1/18/2015,018,0.07, ,0.00, ,266, ,3.9, ,62.9, ,26.8, ,39.6, ,74, ,18, ,48, ,21.3, ,2.3, ,54.2, ,34.4, 
199,Big Bear Lake,San Bernardino,1/19/2015,019,0.08, ,0.00, ,312, ,3.1, ,60.4, ,26.8, ,38.9, ,66, ,13, ,38, ,15.7, ,3.0, ,72.7, ,35.0, 
199,Big Bear Lake,San Bernardino,1/20/2015,020,0.05, ,0.00, ,194, ,3.7, ,52.8, ,24.6, ,36.3, ,81, ,23, ,51, ,20.0, ,2.4, ,58.6, ,35.3, 
199,Big Bear Lake,San Bernardino,1/21/2015,021,0.07, ,0.00, ,332, ,3.2, ,45.4, ,21.4, ,31.6, ,84, ,23, ,53, ,16.6, ,4.7, ,113.4, ,35.4, 
199,Big Bear Lake,San Bernardino,1/22/2015,022,0.07, ,0.00, ,322, ,1.8, ,49.1, ,17.7, ,30.8, ,57, ,7, ,30, ,3.3, ,3.3, ,80.2, ,34.6, 
199,Big Bear Lake,San Bernardino,1/23/2015,023,0.07, ,0.00, ,289, ,1.6, ,47.5, ,20.7, ,32.1, ,47, ,11, ,26, ,1.1, ,4.5, ,108.0, ,34.1, 
199,Big Bear Lake,San Bernardino,1/24/2015,024,0.08, ,0.00, ,342, ,2.4, ,45.9, ,25.5, ,36.0, ,43, ,24, ,34, ,10.2, ,6.3, ,150.7, ,33.9, 
199,Big Bear Lake,San Bernardino,1/25/2015,025,0.08, ,0.00, ,291, ,3.2, ,54.0, ,30.6, ,40.3, ,61, ,22, ,38, ,16.7, ,5.4, ,130.5, ,34.4, 
199,Big Bear Lake,San Bernardino,1/26/2015,026,0.02, ,0.04, ,109, ,5.4, ,47.4, ,30.0, ,37.9, ,90, ,47, ,70, ,28.9, ,3.7, ,89.8, ,35.3, 
199,Big Bear Lake,San Bernardino,1/27/2015,027,0.06, ,0.05,H,325, ,5.5, ,47.5, ,23.0, ,36.0, ,86, ,58, ,76, ,29.3, ,3.5, ,84.5, ,37.0, 
199,Big Bear Lake,San Bernardino,1/28/2015,028,0.06, ,0.00, ,263, ,4.6, ,49.4, ,22.0, ,34.2, ,80, ,38, ,69, ,25.2, ,2.4, ,58.0, ,36.8, 
199,Big Bear Lake,San Bernardino,1/29/2015,029,0.04, ,0.00, ,157, ,4.6, ,48.4, ,31.1, ,36.6, ,90, ,29, ,63, ,25.3, ,2.8, ,66.0, ,37.6, 
199,Big Bear Lake,San Bernardino,1/30/2015,030,0.01, ,0.18, ,91, ,5.7, ,36.3, ,31.0, ,33.5, ,90, ,83, ,88, ,30.3, ,2.3, ,54.0, ,38.0, 
199,Big Bear Lake,San Bernardino,1/31/2015,031,0.00, ,0.13, ,35, ,5.5, ,35.1, ,31.1, ,33.1, ,91, ,77, ,86, ,29.5, ,4.2, ,100.3, ,37.7, 
200,Indio 2,Imperial/Coachella Valley,1/1/2015,001,0.06, ,0.00, ,267, ,4.6, ,54.5, ,24.8, ,37.8,H,82, ,31, ,60, ,25.1, ,2.6, ,62.1, ,49.3, 
200,Indio 2,Imperial/Coachella Valley,1/2/2015,002,0.07, ,0.00, ,276, ,4.5, ,63.3, ,27.2, ,42.0, ,89, ,17, ,50, ,24.5, ,3.0, ,70.9, ,48.7, 
200,Indio 2,Imperial/Coachella Valley,1/3/2015,003,0.06, ,0.00, ,266, ,5.0, ,63.3, ,29.3, ,43.3, ,81, ,24, ,53, ,27.2, ,2.8, ,66.3, ,48.9, 
200,Indio 2,Imperial/Coachella Valley,1/4/2015,004,0.06, ,0.00, ,256, ,5.6, ,66.4, ,31.4, ,45.8, ,84, ,21, ,53, ,29.8, ,2.7, ,65.1, ,49.3, 
200,Indio 2,Imperial/Coachella Valley,1/5/2015,005,0.08, ,0.00, ,281, ,5.3, ,75.9, ,35.9, ,52.1, ,74, ,14, ,40, ,28.6, ,3.1, ,73.4, ,50.1, 
200,Indio 2,Imperial/Coachella Valley,1/6/2015,006,0.08, ,0.00, ,286, ,5.5, ,78.9, ,34.7, ,54.0, ,76, ,11, ,39, ,29.6, ,2.7, ,65.8, ,51.1, 
200,Indio 2,Imperial/Coachella Valley,1/7/2015,007,0.09, ,0.00, ,270, ,7.0, ,83.0, ,42.2, ,59.3, ,72, ,15, ,41, ,35.4, ,3.1, ,75.1, ,52.4, 
200,Indio 2,Imperial/Coachella Valley,1/8/2015,008,0.08, ,0.00, ,215, ,8.3, ,77.9, ,47.6, ,60.2, ,77, ,22, ,47, ,39.8, ,2.9, ,70.2, ,54.1, 
200,Indio 2,Imperial/Coachella Valley,1/9/2015,009,0.08, ,0.00, ,235, ,8.8, ,75.8, ,45.1, ,60.0, ,81, ,26, ,50, ,41.2, ,2.8, ,67.9, ,55.0, 
200,Indio 2,Imperial/Coachella Valley,1/10/2015,010,0.07, ,0.00, ,239, ,10.1, ,72.2, ,44.4, ,59.0, ,84, ,34, ,59, ,44.8, ,2.7, ,64.2, ,56.1, 
200,Indio 2,Imperial/Coachella Valley,1/11/2015,011,0.03, ,0.00, ,117, ,12.5,Y,67.7, ,55.4, ,60.7, ,85, ,51, ,69,Y,50.4,Y,2.3, ,55.5, ,57.2, 
200,Indio 2,Imperial/Coachella Valley,1/12/2015,012,0.05, ,0.00, ,196, ,12.4,Y,73.1, ,49.7, ,59.0, ,93, ,42, ,73,Y,50.3,Y,2.3, ,56.2, ,57.9, 
200,Indio 2,Imperial/Coachella Valley,1/13/2015,013,0.11, ,0.00, ,288, ,7.6, ,73.7, ,44.7, ,59.5, ,83, ,17, ,44, ,37.6, ,4.5, ,108.9, ,57.1, 
200,Indio 2,Imperial/Coachella Valley,1/14/2015,014,0.11, ,0.00, ,295, ,5.9, ,74.7, ,42.6, ,57.9, ,66, ,19, ,36, ,31.3, ,4.0, ,96.3, ,56.1, 
200,Indio 2,Imperial/Coachella Valley,1/15/2015,015,0.10, ,0.00, ,301, ,6.3, ,76.3, ,44.2, ,57.2, ,76, ,18, ,39, ,32.7, ,3.4, ,82.2, ,55.7, 
200,Indio 2,Imperial/Coachella Valley,1/16/2015,016,0.10, ,0.00, ,285, ,6.0, ,76.9, ,44.6, ,57.7, ,78, ,15, ,37, ,31.7, ,3.6, ,85.7, ,55.1, 
200,Indio 2,Imperial/Coachella Valley,1/17/2015,017,0.09, ,0.00, ,304, ,6.6, ,78.6, ,42.4, ,57.2, ,78, ,15, ,41, ,33.8, ,3.0, ,71.4, ,55.2, 
200,Indio 2,Imperial/Coachella Valley,1/18/2015,018,0.08, ,0.00, ,250, ,7.0, ,78.3, ,42.0, ,56.9, ,77, ,15, ,44, ,35.3, ,2.7, ,65.7, ,55.4, 
200,Indio 2,Imperial/Coachella Valley,1/19/2015,019,0.09, ,0.00, ,290, ,7.0, ,80.6, ,41.3, ,57.9, ,78, ,14, ,43, ,35.5, ,2.7, ,65.8, ,55.6, 
200,Indio 2,Imperial/Coachella Valley,1/20/2015,020,0.08, ,0.00, ,255, ,7.6, ,77.7, ,42.6, ,59.4, ,76, ,18, ,44, ,37.6, ,2.7, ,64.0, ,55.9, 
200,Indio 2,Imperial/Coachella Valley,1/21/2015,021,0.14, ,0.00, ,312, ,6.0, ,78.7, ,48.7, ,64.8, ,69, ,12, ,28, ,31.4, ,4.9, ,117.5, ,56.4, 
200,Indio 2,Imperial/Coachella Valley,1/22/2015,022,0.12, ,0.00, ,305, ,4.1, ,74.9, ,41.1, ,57.5, ,68, ,9, ,25, ,22.2, ,3.9, ,93.7, ,55.6, 
200,Indio 2,Imperial/Coachella Valley,1/23/2015,023,0.09, ,0.00, ,280, ,3.9, ,70.1, ,36.4, ,51.9, ,67, ,10, ,29, ,21.1, ,3.2, ,75.9, ,54.3, 
200,Indio 2,Imperial/Coachella Valley,1/24/2015,024,0.15, ,0.00, ,326, ,4.0, ,79.6, ,50.6, ,65.1, ,33, ,11, ,19, ,21.8, ,5.0, ,120.3, ,54.8, 
200,Indio 2,Imperial/Coachella Valley,1/25/2015,025,0.12, ,0.00, ,284, ,5.5, ,83.2, ,49.8, ,65.3, ,63, ,12, ,26, ,29.5, ,4.0, ,96.6, ,55.8, 
200,Indio 2,Imperial/Coachella Valley,1/26/2015,026,0.03, ,0.00, ,63, ,10.4, ,67.0, ,49.0, ,57.7, ,96, ,36, ,64, ,45.6, ,2.4, ,58.5, ,56.3, 
200,Indio 2,Imperial/Coachella Valley,1/27/2015,027,0.07, ,0.00, ,267, ,13.9,Y,71.5, ,50.6, ,60.1, ,97, ,50, ,78,Y,53.3,Y,2.7, ,64.9, ,58.1, 
200,Indio 2,Imperial/Coachella Valley,1/28/2015,028,0.07, ,0.00, ,245, ,11.5, ,74.7, ,47.0, ,61.3, ,90, ,32, ,62, ,48.2, ,2.6, ,62.3, ,58.0, 
200,Indio 2,Imperial/Coachella Valley,1/29/2015,029,0.08, ,0.00, ,157, ,10.5, ,75.4, ,56.0, ,65.7, ,77, ,27, ,48, ,45.8, ,3.8, ,91.3, ,58.9, 
200,Indio 2,Imperial/Coachella Valley,1/30/2015,030,0.05, ,0.00, ,156, ,12.4,Y,67.0, ,53.8, ,60.3, ,91, ,52, ,70,Y,50.3,Y,3.4, ,81.9, ,59.5, 
200,Indio 2,Imperial/Coachella Valley,1/31/2015,031,0.07, ,0.00, ,200, ,10.5, ,72.2, ,52.4, ,61.7, ,86, ,35, ,56, ,45.9, ,3.5, ,84.1, ,59.0, 
202,Nipomo,Central Coast Valleys,1/1/2015,001,0.07, ,0.00, ,268, ,6.1, ,59.5, ,33.3, ,45.6, ,87, ,30, ,59, ,32.1, ,4.1, ,98.6, ,52.5, 
202,Nipomo,Central Coast Valleys,1/2/2015,002,0.07, ,0.00, ,269, ,7.5, ,59.4, ,33.2, ,46.1, ,88, ,47, ,71, ,37.3, ,3.9, ,94.7, ,52.7, 
202,Nipomo,Central Coast Valleys,1/3/2015,003,0.07, ,0.00, ,266, ,7.5, ,60.1, ,34.2, ,46.5, ,83, ,50, ,70, ,37.1, ,4.0, ,95.9, ,52.8, 
202,Nipomo,Central Coast Valleys,1/4/2015,004,0.06, ,0.00, ,251, ,8.5, ,62.0, ,37.4, ,49.9, ,87, ,44, ,69, ,40.3, ,3.7, ,88.0, ,53.0, 
202,Nipomo,Central Coast Valleys,1/5/2015,005,0.08, ,0.00, ,266, ,8.2, ,75.0, ,43.7, ,56.6, ,76, ,27, ,52, ,39.4, ,3.2, ,77.8, ,53.6, 
202,Nipomo,Central Coast Valleys,1/6/2015,006,0.09, ,0.00, ,274, ,8.4, ,79.6, ,47.0, ,60.2, ,67, ,26, ,47, ,40.2, ,3.5, ,83.8, ,54.3, 
202,Nipomo,Central Coast Valleys,1/7/2015,007,0.10, ,0.00,R,51, ,8.7, ,78.9, ,32.0, ,62.7,Y,61, ,20, ,45,Y,40.8,Y,3.2, ,77.4, ,55.6, 
202,Nipomo,Central Coast Valleys,1/8/2015,008,0.07, ,0.02, ,225, ,10.8, ,72.3, ,51.2, ,59.1, ,91, ,40, ,63, ,46.7, ,3.3, ,79.0, ,55.4, 
202,Nipomo,Central Coast Valleys,1/9/2015,009,0.05, ,0.00, ,190, ,12.4, ,69.9, ,48.9, ,57.1, ,89, ,47, ,77, ,50.2, ,3.4, ,82.1, ,55.9, 
202,Nipomo,Central Coast Valleys,1/10/2015,010,0.05, ,0.03, ,156, ,12.2, ,67.4, ,53.5,Y,58.5, ,94, ,50, ,73, ,49.8, ,2.7, ,65.2, ,56.4, 
202,Nipomo,Central Coast Valleys,1/11/2015,011,0.06, ,0.03, ,234, ,13.8,Y,65.8, ,48.8, ,55.9, ,97, ,74, ,90,Y,53.1,Y,3.1, ,73.9, ,57.1, 
202,Nipomo,Central Coast Valleys,1/12/2015,012,0.07, ,0.02, ,258, ,11.5, ,65.7, ,43.3, ,53.8, ,98, ,67, ,82, ,48.3, ,3.3, ,79.0, ,56.8, 
202,Nipomo,Central Coast Valleys,1/13/2015,013,0.08, ,0.00, ,270, ,10.6, ,71.2, ,47.9, ,57.2, ,84, ,46, ,66, ,46.0, ,3.8, ,90.3, ,56.3, 
202,Nipomo,Central Coast Valleys,1/14/2015,014,0.08, ,0.00, ,279, ,9.4, ,70.1, ,41.8, ,55.4, ,90, ,40, ,63, ,43.0, ,3.4, ,80.7, ,55.8, 
202,Nipomo,Central Coast Valleys,1/15/2015,015,0.08, ,0.04, ,287, ,8.9, ,67.4, ,44.1, ,53.8, ,88, ,37, ,63, ,41.4, ,3.6, ,85.3, ,55.4, 
202,Nipomo,Central Coast Valleys,1/16/2015,016,0.09, ,0.00, ,280, ,8.9, ,72.3, ,42.4, ,57.1, ,90, ,36, ,56, ,41.6, ,3.4, ,81.8, ,55.1, 
202,Nipomo,Central Coast Valleys,1/17/2015,017,0.11, ,0.05, ,269, ,10.5, ,81.5, ,53.7,Y,62.8, ,90, ,29, ,54, ,45.7, ,4.4, ,105.8, ,55.9, 
202,Nipomo,Central Coast Valleys,1/18/2015,018,0.07, ,0.00, ,225, ,12.1, ,68.9, ,48.5, ,57.7, ,97, ,52, ,74, ,49.6, ,3.4, ,80.4, ,56.2, 
202,Nipomo,Central Coast Valleys,1/19/2015,019,0.09, ,0.00, ,277, ,12.5, ,75.6, ,47.0, ,60.0, ,97, ,44, ,71, ,50.6, ,3.2, ,77.0, ,56.6, 
202,Nipomo,Central Coast Valleys,1/20/2015,020,0.07, ,0.07, ,225, ,11.4, ,70.5, ,50.7, ,57.4, ,85, ,49, ,71, ,48.1, ,3.5, ,83.8, ,56.9, 
202,Nipomo,Central Coast Valleys,1/21/2015,021,0.09, ,0.00, ,289, ,9.4, ,68.5, ,43.8, ,55.2, ,78, ,41, ,63, ,42.9, ,4.1, ,97.7, ,55.9, 
202,Nipomo,Central Coast Valleys,1/22/2015,022,0.08, ,0.00, ,247, ,9.0, ,70.3, ,42.9, ,54.9, ,82, ,35, ,61, ,41.7, ,3.4, ,81.6, ,55.6, 
202,Nipomo,Central Coast Valleys,1/23/2015,023,0.10, ,0.05, ,290, ,7.2, ,75.0, ,42.0, ,56.7, ,69, ,27, ,46, ,36.0, ,3.3, ,78.5, ,55.2, 
202,Nipomo,Central Coast Valleys,1/24/2015,024,0.12, ,0.00, ,300, ,6.4, ,80.4, ,44.2, ,60.0, ,53, ,19, ,36, ,33.1, ,4.2, ,100.2, ,55.1, 
202,Nipomo,Central Coast Valleys,1/25/2015,025,0.12, ,0.00, ,293, ,6.7, ,75.7, ,45.8, ,60.5, ,51, ,21, ,37, ,34.2, ,4.0, ,96.3, ,55.3, 
202,Nipomo,Central Coast Valleys,1/26/2015,026,0.08, ,0.04, ,135, ,8.6, ,75.5, ,53.2,Y,63.0,Y,71, ,30, ,44,Y,40.5,Y,3.7, ,88.8, ,55.9, 
202,Nipomo,Central Coast Valleys,1/27/2015,027,0.09, ,0.02, ,296, ,13.7,Y,70.6, ,51.4, ,59.2, ,95, ,52, ,80,Y,53.0,Y,3.8, ,91.1, ,57.1, 
